Index,
Index Score,
Date,North Atlantic Oscillation
Jan1980,-0.75
Feb1980,0.05
Mar1980,-0.31
Apr1980,1.29
May1980,-1.5
Jun1980,-0.37
Jul1980,-0.42
Aug1980,-2.24
Sep1980,0.66
Oct1980,-1.77
Nov1980,-0.37
Dec1980,0.78
Jan1981,0.37
Feb1981,0.92
Mar1981,-1.19
Apr1981,0.36
May1981,0.2
Jun1981,-0.45
Jul1981,0.05
Aug1981,0.39
Sep1981,-1.45
Oct1981,-1.35
Nov1981,-0.38
Dec1981,-0.02
Jan1982,-0.89
Feb1982,1.15
Mar1982,1.15
Apr1982,0.1
May1982,-0.53
Jun1982,-1.63
Jul1982,1.15
Aug1982,0.26
Sep1982,1.76
Oct1982,-0.74
Nov1982,1.6
Dec1982,1.78
Jan1983,1.59
Feb1983,-0.53
Mar1983,0.95
Apr1983,-0.85
May1983,-0.07
Jun1983,0.99
Jul1983,1.19
Aug1983,1.61
Sep1983,-1.12
Oct1983,0.65
Nov1983,-0.98
Dec1983,0.29
Jan1984,1.66
Feb1984,0.72
Mar1984,-0.37
Apr1984,-0.28
May1984,0.54
Jun1984,-0.42
Jul1984,-0.07
Aug1984,1.15
Sep1984,0.17
Oct1984,-0.07
Nov1984,-0.06
Dec1984,0
Jan1985,-1.61
Feb1985,-0.49
Mar1985,0.2
Apr1985,0.32
May1985,-0.49
Jun1985,-0.8
Jul1985,1.22
Aug1985,-0.48
Sep1985,-0.52
Oct1985,0.9
Nov1985,-0.67
Dec1985,0.22
Jan1986,1.11
Feb1986,-1
Mar1986,1.71
Apr1986,-0.59
May1986,0.85
Jun1986,1.22
Jul1986,0.12
Aug1986,-1.09
Sep1986,-1.12
Oct1986,1.55
Nov1986,2.29
Dec1986,0.99
Jan1987,-1.15
Feb1987,-0.73
Mar1987,0.14
Apr1987,2
May1987,0.98
Jun1987,-1.82
Jul1987,0.52
Aug1987,-0.83
Sep1987,-1.22
Oct1987,0.14
Nov1987,0.18
Dec1987,0.32
Jan1988,1.02
Feb1988,0.76
Mar1988,-0.17
Apr1988,-1.17
May1988,0.63
Jun1988,0.88
Jul1988,-0.35
Aug1988,0.04
Sep1988,-0.99
Oct1988,-1.08
Nov1988,-0.34
Dec1988,0.61
Jan1989,1.17
Feb1989,2
Mar1989,1.85
Apr1989,0.28
May1989,1.38
Jun1989,-0.27
Jul1989,0.97
Aug1989,0.01
Sep1989,2.05
Oct1989,-0.03
Nov1989,0.16
Dec1989,-1.15
Jan1990,1.04
Feb1990,1.41
Mar1990,1.46
Apr1990,2
May1990,-1.53
Jun1990,-0.02
Jul1990,0.53
Aug1990,0.97
Sep1990,1.06
Oct1990,0.23
Nov1990,-0.24
Dec1990,0.22
Jan1991,0.86
Feb1991,1.04
Mar1991,-0.2
Apr1991,0.29
May1991,0.08
Jun1991,-0.82
Jul1991,-0.49
Aug1991,1.23
Sep1991,0.48
Oct1991,-0.19
Nov1991,0.48
Dec1991,0.46
Jan1992,-0.13
Feb1992,1.07
Mar1992,0.87
Apr1992,1.86
May1992,2.63
Jun1992,0.2
Jul1992,0.16
Aug1992,0.85
Sep1992,-0.44
Oct1992,-1.76
Nov1992,1.19
Dec1992,0.47
Jan1993,1.6
Feb1993,0.5
Mar1993,0.67
Apr1993,0.97
May1993,-0.78
Jun1993,-0.59
Jul1993,-3.18
Aug1993,0.12
Sep1993,-0.57
Oct1993,-0.71
Nov1993,2.56
Dec1993,1.56
Jan1994,1.04
Feb1994,0.46
Mar1994,1.26
Apr1994,1.14
May1994,-0.57
Jun1994,1.52
Jul1994,1.31
Aug1994,0.38
Sep1994,-1.32
Oct1994,-0.97
Nov1994,0.64
Dec1994,2.02
Jan1995,0.93
Feb1995,1.14
Mar1995,1.25
Apr1995,-0.85
May1995,-1.49
Jun1995,0.13
Jul1995,-0.22
Aug1995,0.69
Sep1995,0.31
Oct1995,0.19
Nov1995,-1.38
Dec1995,-1.67
Jan1996,-0.12
Feb1996,-0.07
Mar1996,-0.24
Apr1996,-0.17
May1996,-1.06
Jun1996,0.56
Jul1996,0.67
Aug1996,1.02
Sep1996,-0.86
Oct1996,-0.33
Nov1996,-0.56
Dec1996,-1.41
Jan1997,-0.49
Feb1997,1.7
Mar1997,1.46
Apr1997,-1.02
May1997,-0.28
Jun1997,-1.47
Jul1997,0.34
Aug1997,0.83
Sep1997,0.61
Oct1997,-1.7
Nov1997,-0.9
Dec1997,-0.96
Jan1998,0.39
Feb1998,-0.11
Mar1998,0.87
Apr1998,-0.68
May1998,-1.32
Jun1998,-2.72
Jul1998,-0.48
Aug1998,-0.02
Sep1998,-2
Oct1998,-0.29
Nov1998,-0.28
Dec1998,0.87
Jan1999,0.77
Feb1999,0.29
Mar1999,0.23
Apr1999,-0.95
May1999,0.92
Jun1999,1.12
Jul1999,-0.9
Aug1999,0.39
Sep1999,0.36
Oct1999,0.2
Nov1999,0.65
Dec1999,1.61
Jan2000,0.6
Feb2000,1.7
Mar2000,0.77
Apr2000,-0.03
May2000,1.58
Jun2000,-0.03
Jul2000,-1.03
Aug2000,-0.29
Sep2000,-0.21
Oct2000,0.92
Nov2000,-0.92
Dec2000,-0.58
Jan2001,0.25
Feb2001,0.45
Mar2001,-1.26
Apr2001,0
May2001,-0.02
Jun2001,-0.2
Jul2001,-0.25
Aug2001,-0.07
Sep2001,-0.65
Oct2001,-0.24
Nov2001,0.63
Dec2001,-0.83
Jan2002,0.44
Feb2002,1.1
Mar2002,0.69
Apr2002,1.18
May2002,-0.22
Jun2002,0.38
Jul2002,0.62
Aug2002,0.38
Sep2002,-0.7
Oct2002,-2.28
Nov2002,-0.18
Dec2002,-0.94
Jan2003,0.16
Feb2003,0.62
Mar2003,0.32
Apr2003,-0.18
May2003,0.01
Jun2003,-0.07
Jul2003,0.13
Aug2003,-0.07
Sep2003,0.01
Oct2003,-1.26
Nov2003,0.86
Dec2003,0.64
Jan2004,-0.29
Feb2004,-0.14
Mar2004,1.02
Apr2004,1.15
May2004,0.19
Jun2004,-0.89
Jul2004,1.13
Aug2004,-0.48
Sep2004,0.38
Oct2004,-1.1
Nov2004,0.73
Dec2004,1.21
Jan2005,1.52
Feb2005,-0.06
Mar2005,-1.83
Apr2005,-0.3
May2005,-1.25
Jun2005,-0.05
Jul2005,-0.51
Aug2005,0.37
Sep2005,0.63
Oct2005,-0.98
Nov2005,-0.31
Dec2005,-0.44
Jan2006,1.27
Feb2006,-0.51
Mar2006,-1.28
Apr2006,1.24
May2006,-1.14
Jun2006,0.84
Jul2006,0.9
Aug2006,-1.73
Sep2006,-1.62
Oct2006,-2.24
Nov2006,0.44
Dec2006,1.34
Jan2007,0.22
Feb2007,-0.47
Mar2007,1.44
Apr2007,0.17
May2007,0.66
Jun2007,-1.31
Jul2007,-0.58
Aug2007,-0.14
Sep2007,0.72
Oct2007,0.45
Nov2007,0.58
Dec2007,0.34
Jan2008,0.89
Feb2008,0.73
Mar2008,0.08
Apr2008,-1.07
May2008,-1.73
Jun2008,-1.39
Jul2008,-1.27
Aug2008,-1.16
Sep2008,1.02
Oct2008,-0.04
Nov2008,-0.32
Dec2008,-0.28
Jan2009,-0.01
Feb2009,0.06
Mar2009,0.57
Apr2009,-0.2
May2009,1.68
Jun2009,-1.21
Jul2009,-2.15
Aug2009,-0.19
Sep2009,1.51
Oct2009,-1.03
Nov2009,-0.02
Dec2009,-1.93
Jan2010,-1.11
Feb2010,-1.98
Mar2010,-0.88
Apr2010,-0.72
May2010,-1.49
Jun2010,-0.82
Jul2010,-0.42
Aug2010,-1.22
Sep2010,-0.79
Oct2010,-0.93
Nov2010,-1.62
Dec2010,-1.85
Jan2011,-0.88
Feb2011,0.7
Mar2011,0.61
Apr2011,2.48
May2011,-0.06
Jun2011,-1.28
Jul2011,-1.51
Aug2011,-1.35
Sep2011,0.54
Oct2011,0.39
Nov2011,1.36
Dec2011,2.52
Jan2012,1.17
Feb2012,0.42
Mar2012,1.27
Apr2012,0.47
May2012,-0.91
Jun2012,-2.53
Jul2012,-1.32
Aug2012,-0.98
Sep2012,-0.59
Oct2012,-2.06
Nov2012,-0.58
Dec2012,0.17
Jan2013,0.35
Feb2013,-0.45
Mar2013,-1.61
Apr2013,0.69
May2013,0.57
Jun2013,0.52
Jul2013,0.67
Aug2013,0.97
Sep2013,0.24
Oct2013,-1.28
Nov2013,0.9
Dec2013,0.95
Jan2014,0.29
Feb2014,1.34
Mar2014,0.8
Apr2014,0.31
May2014,-0.92
Jun2014,-0.97
Jul2014,0.18
Aug2014,-1.68
Sep2014,1.62
Oct2014,-1.27
Nov2014,0.68
Dec2014,1.86
Jan2015,1.79
Feb2015,1.32
Mar2015,1.45
Apr2015,0.73
May2015,0.15
Jun2015,-0.07
Jul2015,-3.18
Aug2015,-0.76
Sep2015,-0.65
Oct2015,0.44
Nov2015,1.74
Dec2015,2.24
Jan2016,0.12
Feb2016,1.58
Mar2016,0.73
Apr2016,0.38
May2016,-0.77
Jun2016,-0.43
Jul2016,-1.76
Aug2016,-1.65
Sep2016,0.61
Oct2016,0.41
Nov2016,-0.16
Dec2016,0.48
Jan2017,0.48
Feb2017,1
Mar2017,0.74
Apr2017,1.73
May2017,-1.91
Jun2017,0.05
Jul2017,1.26
Aug2017,-1.1
Sep2017,-0.61
Oct2017,0.19
Nov2017,0
Dec2017,0.88
Jan2018,1.44
Feb2018,1.58
Mar2018,-0.93
Apr2018,1.24
May2018,2.12
Jun2018,1.09
Jul2018,1.39
Aug2018,1.97
Sep2018,1.67
Oct2018,0.93
Nov2018,-0.11
Dec2018,0.61
Jan2019,0.59
Feb2019,0.29
Mar2019,1.23
Apr2019,0.47
May2019,-2.62
Jun2019,-1.09
Jul2019,-1.43
Aug2019,-1.17
Sep2019,-0.16
Oct2019,-1.41
Nov2019,0.28
Dec2019,1.2
Jan2020,1.34
Feb2020,1.26
Mar2020,1.01
Apr2020,-1.02
May2020,-0.41
Jun2020,-0.15
Jul2020,-1.23
Aug2020,0.12
Sep2020,0.98
Oct2020,-0.65
Nov2020,2.54
Dec2020,-0.3
Jan2021,-1.11
Feb2021,0.14
Mar2021,0.73
Apr2021,-1.43
May2021,-1.24
Jun2021,0.77
Jul2021,0.03
Aug2021,-0.28
Sep2021,-0.21
Oct2021,-2.29
Nov2021,-0.18
Dec2021,0.29
Jan2022,1.08
Feb2022,1.68
Mar2022,0.77
Apr2022,-0.36
