Oscillation,
Index Score,
Year,Atlantic Multidecadal
Jan1980,-0.011
Feb1980,-0.087
Mar1980,-0.148
Apr1980,-0.009
May1980,0.12
Jun1980,0.1
Jul1980,0.041
Aug1980,0.014
Sep1980,-0.017
Oct1980,-0.07
Nov1980,-0.206
Dec1980,-0.258
Jan1981,-0.186
Feb1981,-0.185
Mar1981,-0.003
Apr1981,-0.099
May1981,-0.088
Jun1981,-0.066
Jul1981,-0.099
Aug1981,-0.119
Sep1981,-0.04
Oct1981,-0.191
Nov1981,-0.141
Dec1981,-0.01
Jan1982,-0.085
Feb1982,-0.083
Mar1982,-0.085
Apr1982,-0.187
May1982,-0.196
Jun1982,-0.188
Jul1982,-0.233
Aug1982,-0.313
Sep1982,-0.312
Oct1982,-0.375
Nov1982,-0.421
Dec1982,-0.384
Jan1983,-0.303
Feb1983,-0.108
Mar1983,0.077
Apr1983,0.055
May1983,-0.052
Jun1983,-0.059
Jul1983,-0.019
Aug1983,-0.163
Sep1983,-0.22
Oct1983,-0.2
Nov1983,-0.163
Dec1983,-0.007
Jan1984,-0.111
Feb1984,-0.092
Mar1984,-0.129
Apr1984,-0.162
May1984,-0.17
Jun1984,-0.329
Jul1984,-0.27
Aug1984,-0.23
Sep1984,-0.213
Oct1984,-0.348
Nov1984,-0.429
Dec1984,-0.322
Jan1985,-0.359
Feb1985,-0.334
Mar1985,-0.361
Apr1985,-0.406
May1985,-0.342
Jun1985,-0.133
Jul1985,-0.158
Aug1985,-0.286
Sep1985,-0.252
Oct1985,-0.25
Nov1985,-0.3
Dec1985,-0.342
Jan1986,-0.348
Feb1986,-0.28
Mar1986,-0.298
Apr1986,-0.33
May1986,-0.234
Jun1986,-0.266
Jul1986,-0.254
Aug1986,-0.278
Sep1986,-0.225
Oct1986,-0.324
Nov1986,-0.403
Dec1986,-0.377
Jan1987,-0.283
Feb1987,-0.223
Mar1987,-0.038
Apr1987,0.024
May1987,0.063
Jun1987,0.198
Jul1987,0.274
Aug1987,0.274
Sep1987,0.188
Oct1987,0.041
Nov1987,-0.075
Dec1987,0.038
Jan1988,-0.048
Feb1988,-0.122
Mar1988,-0.017
Apr1988,0.044
May1988,0.13
Jun1988,0.158
Jul1988,0.102
Aug1988,-0.017
Sep1988,-0.104
Oct1988,-0.179
Nov1988,-0.156
Dec1988,-0.173
Jan1989,-0.23
Feb1989,-0.165
Mar1989,-0.262
Apr1989,-0.299
